Date,Close,Open,High,Low,Change %
2015-03-20,13116.0,13044.0,13124.0,13044.0,0.62
2015-03-23,13019.5,13030.5,13080.5,13005.5,-0.74
2015-03-24,12905.0,12985.0,12995.0,12900.0,-0.88
2015-03-25,12986.0,12914.0,12989.0,12909.0,0.63
2015-03-26,13019.0,12971.0,13026.0,12971.0,0.25
2015-03-27,13065.0,13025.0,13080.0,13025.0,0.35
2015-03-30,13075.0,13054.0,13092.0,13054.0,0.08
2015-03-31,13075.0,13070.0,13095.0,13067.0,0.0
2015-04-01,13042.5,13057.5,13062.5,13002.5,-0.25
2015-04-02,13002.5,12982.5,13012.5,12977.5,-0.31
2015-04-03,13002.5,13002.5,13002.5,13002.5,0.0
2015-04-06,12958.5,12951.5,12958.5,12921.5,-0.34
2015-04-07,12985.0,12955.0,12990.0,12953.0,0.2
2015-04-08,12955.0,12980.0,13010.0,12954.0,-0.23
2015-04-09,12898.0,12962.0,12982.0,12892.0,-0.44
2015-04-10,12915.0,12910.0,12935.0,12880.0,0.13
2015-04-13,12985.0,12905.0,12990.0,12905.0,0.54
2015-04-14,12980.5,12973.5,12992.5,12964.5,-0.03
2015-04-15,12900.5,12959.5,12987.5,12884.5,-0.62
2015-04-16,12856.0,12869.0,12874.0,12804.0,-0.34
2015-04-17,12850.0,12838.0,12875.0,12835.0,-0.05
2015-04-20,12890.0,12855.0,12900.0,12852.0,0.31
2015-04-21,12957.5,12937.5,12972.5,12917.5,0.52
2015-04-22,12900.0,12925.0,12965.0,12885.0,-0.44
2015-04-23,12955.0,12920.0,12961.0,12919.0,0.43
2015-04-24,12919.5,12924.5,12948.5,12909.5,-0.27
2015-04-27,12980.0,12930.0,12985.0,12915.0,0.47
2015-04-28,12980.0,12945.0,12995.0,12945.0,0.0
2015-04-29,12940.0,12935.0,12978.0,12935.0,-0.31
2015-04-30,12962.5,12924.5,12962.5,12912.5,0.17
2015-05-01,12962.5,12962.5,12962.5,12962.5,0.0
2015-05-04,12980.0,12975.0,13030.0,12974.0,0.14
2015-05-05,13047.5,12992.5,13047.5,12985.5,0.52
2015-05-06,13035.0,13030.0,13050.0,13005.0,-0.1
2015-05-07,13145.0,13035.0,13151.0,13025.0,0.84
2015-05-08,13127.5,13122.5,13192.5,13092.5,-0.13
2015-05-11,13155.0,13115.0,13165.0,13110.0,0.21
2015-05-12,13198.0,13166.0,13213.0,13166.0,0.33
2015-05-13,13137.5,13157.5,13197.5,13127.5,-0.46
2015-05-14,13137.5,13137.5,13137.5,13137.5,0.0
2015-05-15,13091.0,13052.0,13102.0,13052.0,-0.35
2015-05-18,13137.0,13085.0,13145.0,13085.0,0.35
2015-05-19,13115.5,13159.5,13189.5,13104.5,-0.16
2015-05-20,13175.0,13145.0,13185.0,13145.0,0.45
2015-05-21,13129.5,13127.5,13173.5,13105.5,-0.35
2015-05-22,13155.0,13105.0,13171.0,13105.0,0.19
2015-05-25,13186.5,13188.5,13193.5,13168.5,0.24
2015-05-26,13210.0,13175.0,13220.0,13175.0,0.18
2015-05-27,13202.0,13215.0,13241.0,13195.0,-0.06
2015-05-28,13221.5,13181.5,13225.5,13181.5,0.15
2015-05-29,13224.0,13191.0,13226.0,13191.0,0.02
2015-06-01,13222.5,13202.5,13237.5,13202.5,-0.01
2015-06-02,13222.5,13222.5,13222.5,13222.5,0.0
2015-06-03,13221.0,13191.0,13221.0,13190.0,-0.01
2015-06-04,13282.0,13213.0,13293.0,13213.0,0.46
2015-06-05,13275.5,13294.5,13299.5,13274.5,-0.05
2015-06-08,13379.5,13335.5,13385.5,13335.5,0.78
2015-06-09,13302.5,13332.5,13386.5,13296.5,-0.58
2015-06-10,13312.5,13307.5,13339.5,13287.5,0.08
2015-06-11,13320.5,13264.5,13325.5,13254.5,0.06
2015-06-12,13332.5,13302.5,13337.5,13302.5,0.09
2015-06-15,13335.0,13316.0,13340.0,13315.0,0.02
2015-06-16,13353.0,13330.0,13355.0,13325.0,0.13
2015-06-17,13367.5,13347.5,13373.5,13347.5,0.11
2015-06-18,13305.0,13338.0,13348.0,13298.0,-0.47
2015-06-19,13331.5,13306.5,13334.5,13301.5,0.2
2015-06-22,13310.0,13325.0,13335.0,13305.0,-0.16
2015-06-23,13255.0,13305.0,13325.0,13250.0,-0.41
2015-06-24,13303.5,13253.5,13308.5,13253.5,0.37
2015-06-25,13327.5,13292.5,13332.5,13292.5,0.18
2015-06-26,13310.0,13331.0,13348.0,13300.0,-0.13
2015-06-29,13345.0,13330.0,13380.0,13330.0,0.26
2015-06-30,13332.5,13324.5,13337.5,13312.5,-0.09
2015-07-01,13326.0,13343.0,13343.0,13303.0,-0.05
2015-07-02,13337.5,13327.5,13362.5,13324.5,0.09
2015-07-03,13320.0,13297.0,13327.0,13297.0,-0.13
2015-07-06,13349.5,13341.5,13361.5,13311.5,0.22
2015-07-07,13327.5,13302.5,13332.5,13287.5,-0.16
2015-07-08,13345.0,13330.0,13360.0,13320.0,0.13
2015-07-09,13336.0,13354.0,13359.0,13324.0,-0.07
2015-07-10,13313.5,13318.5,13318.5,13293.5,-0.17
2015-07-13,13300.0,13316.0,13317.0,13279.0,-0.1
2015-07-14,13335.0,13305.0,13350.0,13303.0,0.26
2015-07-15,13344.5,13322.5,13344.5,13312.5,0.07
2015-07-16,13344.5,13344.5,13344.5,13344.5,0.0
2015-07-17,13344.5,13344.5,13344.5,13344.5,0.0
2015-07-20,13344.5,13344.5,13344.5,13344.5,0.0
2015-07-21,13344.5,13344.5,13344.5,13344.5,0.0
2015-07-22,13377.5,13332.5,13382.5,13332.5,0.25
2015-07-23,13422.5,13377.5,13422.5,13372.5,0.34
2015-07-24,13445.0,13425.0,13462.0,13418.0,0.17
2015-07-27,13459.0,13441.0,13466.0,13441.0,0.1
2015-07-28,13462.5,13442.5,13466.5,13441.5,0.03
2015-07-29,13456.0,13421.0,13459.0,13421.0,-0.05
2015-07-30,13467.5,13457.5,13472.5,13452.5,0.09
2015-07-31,13527.5,13462.5,13527.5,13461.5,0.45
2015-08-03,13500.0,13495.0,13515.0,13474.0,-0.2
2015-08-04,13485.5,13492.5,13512.5,13477.5,-0.11
2015-08-05,13514.0,13496.0,13520.0,13481.0,0.21
2015-08-06,13541.5,13525.5,13541.5,13510.5,0.2
2015-08-07,13539.5,13526.5,13543.5,13523.5,-0.01
2015-08-10,13549.0,13531.0,13549.0,13526.0,0.07
2015-08-11,13600.0,13535.0,13600.0,13515.0,0.38
2015-08-12,13785.0,13655.0,13830.0,13655.0,1.36
2015-08-13,13745.0,13765.0,13795.0,13714.0,-0.29
2015-08-14,13787.5,13747.5,13790.5,13737.5,0.31
2015-08-17,13787.5,13787.5,13787.5,13787.5,0.0
2015-08-18,13818.0,13795.0,13853.0,13795.0,0.22
2015-08-19,13842.5,13807.5,13842.5,13802.5,0.18
2015-08-20,13870.0,13835.0,13880.0,13805.0,0.2
2015-08-21,13942.5,13877.5,13949.5,13877.5,0.52
2015-08-24,14047.0,13953.0,14048.0,13953.0,0.75
2015-08-25,14065.0,14050.0,14090.0,14035.0,0.13
2015-08-26,14122.5,14072.5,14125.5,14072.5,0.41
2015-08-27,13992.5,14082.5,14137.5,13982.5,-0.92
2015-08-28,13982.5,13977.5,14038.5,13967.5,-0.07
2015-08-31,14050.0,13975.0,14055.0,13975.0,0.48
2015-09-01,14097.5,14047.5,14099.5,14042.5,0.34
2015-09-02,14130.0,14085.0,14140.0,14085.0,0.23
2015-09-03,14169.0,14126.0,14169.0,14126.0,0.28
2015-09-04,14165.0,14155.0,14193.0,14155.0,-0.03
2015-09-07,14247.5,14212.5,14251.5,14202.5,0.58
2015-09-08,14280.0,14240.0,14298.0,14240.0,0.23
2015-09-09,14261.5,14281.5,14281.5,14216.5,-0.13
2015-09-10,14332.5,14282.5,14337.5,14257.5,0.5
2015-09-11,14330.0,14295.0,14335.0,14280.0,-0.02
2015-09-14,14347.5,14307.5,14347.5,14306.5,0.12
2015-09-15,14407.5,14341.5,14412.5,14341.5,0.42
2015-09-16,14455.0,14395.0,14465.0,14395.0,0.33
2015-09-17,14457.5,14442.5,14460.5,14437.5,0.02
2015-09-18,14375.0,14445.0,14485.0,14365.0,-0.57
2015-09-21,14455.0,14420.0,14463.0,14420.0,0.56
2015-09-22,14497.5,14462.5,14502.5,14462.5,0.29
2015-09-23,14647.5,14552.5,14652.5,14552.5,1.03
2015-09-24,14647.5,14647.5,14647.5,14647.5,0.0
2015-09-25,14685.0,14665.0,14705.0,14665.0,0.26
2015-09-28,14697.5,14682.5,14707.5,14657.5,0.09
2015-09-29,14682.5,14702.5,14732.5,14662.5,-0.1
2015-09-30,14650.0,14645.0,14675.0,14635.0,-0.22
2015-10-01,14670.0,14625.0,14683.0,14625.0,0.14
2015-10-02,14642.5,14692.5,14707.5,14642.5,-0.19
2015-10-05,14495.0,14630.0,14630.0,14485.0,-1.01
2015-10-06,14245.5,14464.5,14474.5,14144.5,-1.72
2015-10-07,13825.0,14185.0,14185.0,13725.0,-2.95
2015-10-08,13867.5,13777.5,13882.5,13707.5,0.31
2015-10-09,13420.0,13710.0,13820.0,13270.0,-3.23
2015-10-12,13405.0,13305.0,13485.0,13305.0,-0.11
2015-10-13,13619.5,13435.5,13630.5,13435.5,1.6
2015-10-14,13619.5,13619.5,13619.5,13619.5,0.0
2015-10-15,13455.0,13515.0,13515.0,13215.0,-1.21
2015-10-16,13530.0,13480.0,13580.0,13450.0,0.56
2015-10-19,13531.5,13501.5,13571.5,13501.5,0.01
2015-10-20,13645.0,13585.0,13655.0,13585.0,0.84
2015-10-21,13717.0,13680.0,13750.0,13665.0,0.53
2015-10-22,13657.5,13727.5,13732.5,13482.5,-0.43
2015-10-23,13635.0,13555.0,13650.0,13405.0,-0.16
2015-10-26,13645.0,13605.0,13680.0,13545.0,0.07
2015-10-27,13622.5,13647.5,13647.5,13572.5,-0.16
2015-10-28,13477.5,13627.5,13640.5,13472.5,-1.06
2015-10-29,13635.0,13560.0,13650.0,13515.0,1.17
2015-10-30,13687.5,13562.5,13707.5,13562.5,0.39
2015-11-02,13667.5,13652.5,13687.5,13632.5,-0.15
2015-11-03,13555.0,13580.0,13615.0,13535.0,-0.82
2015-11-04,13555.0,13465.0,13555.0,13425.0,0.0
2015-11-05,13565.0,13545.0,13645.0,13545.0,0.07
2015-11-06,13560.0,13555.0,13565.0,13525.0,-0.04
2015-11-09,13647.5,13662.5,13703.5,13627.5,0.65
2015-11-10,13609.5,13627.5,13642.5,13592.5,-0.28
2015-11-11,13602.5,13532.5,13607.5,13532.5,-0.05
2015-11-12,13602.5,13602.5,13632.5,13552.5,0.0
2015-11-13,13665.0,13595.0,13688.0,13595.0,0.46
2015-11-16,13727.5,13692.5,13742.5,13662.5,0.46
2015-11-17,13747.5,13682.5,13747.5,13682.5,0.15
2015-11-18,13799.5,13710.5,13800.5,13670.5,0.38
2015-11-19,13777.5,13752.5,13797.5,13727.5,-0.16
2015-11-20,13655.0,13705.0,13745.0,13605.0,-0.89
2015-11-23,13723.0,13647.0,13723.0,13647.0,0.5
2015-11-24,13707.5,13677.5,13732.5,13677.5,-0.11
2015-11-25,13687.5,13652.5,13707.5,13642.5,-0.15
2015-11-26,13728.5,13708.5,13738.5,13708.5,0.3
2015-11-27,13780.0,13735.0,13780.0,13735.0,0.38
2015-11-30,13835.0,13780.0,13850.0,13780.0,0.4
2015-12-01,13782.5,13827.5,13837.5,13781.5,-0.38
2015-12-02,13797.5,13752.5,13805.5,13737.5,0.11
2015-12-03,13843.5,13801.5,13851.5,13801.5,0.33
2015-12-04,13832.0,13832.0,13842.0,13821.0,-0.08
2015-12-07,13842.5,13802.5,13852.5,13802.5,0.08
2015-12-08,13872.5,13842.5,13875.5,13837.5,0.22
2015-12-09,13872.5,13872.5,13872.5,13872.5,0.0
2015-12-10,13935.0,13930.0,13979.0,13845.0,0.45
2015-12-11,13947.5,13912.5,13950.5,13902.5,0.09
2015-12-14,14077.5,14022.5,14092.5,14002.5,0.93
2015-12-15,14056.5,14051.5,14073.5,14026.5,-0.15
2015-12-16,14069.5,14034.5,14074.5,14033.5,0.09
2015-12-17,14006.5,14011.5,14056.5,14001.5,-0.45
2015-12-18,13917.5,14007.5,14036.5,13902.5,-0.64
2015-12-21,13772.5,13862.5,13922.5,13732.5,-1.04
2015-12-22,13675.0,13635.0,13695.0,13535.0,-0.71
2015-12-23,13642.5,13602.5,13672.5,13602.5,-0.24
2015-12-24,13642.5,13642.5,13642.5,13642.5,0.0
2015-12-25,13642.5,13642.5,13642.5,13642.5,0.0
2015-12-28,13650.0,13605.0,13665.0,13605.0,0.05
2015-12-29,13745.0,13635.0,13753.0,13635.0,0.7
2015-12-30,13782.5,13722.5,13822.5,13722.5,0.27
2015-12-31,13787.5,13772.5,13817.5,13772.5,0.04
2016-01-01,13787.5,13787.5,13787.5,13787.5,0.0
2016-01-04,13915.0,13805.0,13920.0,13805.0,0.92
2016-01-05,13862.5,13947.5,13962.5,13787.5,-0.38
2016-01-06,13947.5,13817.5,13947.5,13802.5,0.61
2016-01-07,13927.5,13922.5,13977.5,13862.5,-0.14
2016-01-08,13922.5,13907.5,13922.5,13852.5,-0.04
2016-01-11,13875.0,13915.0,13955.0,13870.0,-0.34
2016-01-12,13910.0,13855.0,13910.0,13810.0,0.25
2016-01-13,13827.5,13862.5,13882.5,13827.5,-0.59
2016-01-14,13910.0,13835.0,13965.0,13815.0,0.6
2016-01-15,13894.5,13814.5,13914.5,13814.5,-0.11
2016-01-18,13932.5,13902.5,13952.5,13902.5,0.27
2016-01-19,13880.0,13905.0,13927.0,13845.0,-0.38
2016-01-20,13960.0,13870.0,13960.0,13870.0,0.58
2016-01-21,13910.0,13908.0,13928.0,13863.0,-0.36
2016-01-22,13850.0,13855.0,13888.0,13844.0,-0.43
2016-01-25,13872.5,13812.5,13872.5,13812.5,0.16
2016-01-26,13900.0,13880.0,13925.0,13880.0,0.2
2016-01-27,13878.5,13851.5,13891.5,13846.5,-0.15
2016-01-28,13874.5,13889.5,13909.5,13864.5,-0.03
2016-01-29,13775.0,13805.0,13855.0,13755.0,-0.72
2016-02-01,13637.5,13752.5,13777.5,13572.5,-1.0
2016-02-02,13687.5,13622.5,13702.5,13607.5,0.37
2016-02-03,13765.0,13715.0,13835.0,13695.0,0.57
2016-02-04,13637.5,13672.5,13682.5,13632.5,-0.93
2016-02-05,13625.0,13625.0,13670.0,13595.0,-0.09
2016-02-08,13625.0,13625.0,13625.0,13625.0,0.0
2016-02-09,13605.0,13663.0,13713.0,13603.0,-0.15
2016-02-10,13462.5,13582.5,13602.5,13402.5,-1.05
2016-02-11,13462.5,13372.5,13462.5,13327.5,0.0
2016-02-12,13490.0,13455.0,13525.0,13424.0,0.2
2016-02-15,13375.0,13460.0,13490.0,13375.0,-0.85
2016-02-16,13400.0,13305.0,13415.0,13295.0,0.19
2016-02-17,13510.0,13445.0,13515.0,13445.0,0.82
2016-02-18,13495.0,13455.0,13505.0,13435.0,-0.11
2016-02-19,13495.0,13505.0,13565.0,13495.0,0.0
2016-02-22,13437.5,13482.5,13490.5,13422.5,-0.43
2016-02-23,13425.0,13405.0,13435.0,13380.0,-0.09
2016-02-24,13412.5,13427.5,13457.5,13407.5,-0.09
2016-02-25,13410.5,13384.5,13434.5,13384.5,-0.01
2016-02-26,13370.0,13380.0,13406.0,13360.0,-0.3
2016-02-29,13372.0,13380.0,13410.0,13371.0,0.01
2016-03-01,13350.0,13330.0,13380.0,13330.0,-0.16
2016-03-02,13290.0,13295.0,13325.0,13255.0,-0.45
2016-03-03,13235.0,13290.0,13290.0,13235.0,-0.41
2016-03-04,13135.0,13155.0,13175.0,13110.0,-0.76
2016-03-07,13090.0,13005.0,13090.0,12955.0,-0.34
2016-03-08,13143.0,13095.0,13160.0,13085.0,0.4
2016-03-09,13143.0,13143.0,13143.0,13143.0,0.0
2016-03-10,13072.5,13127.5,13162.5,13062.5,-0.54
2016-03-11,13070.0,13105.0,13105.0,13065.0,-0.02
2016-03-14,13060.0,12975.0,13060.0,12975.0,-0.08
2016-03-15,13177.5,13057.5,13177.5,13056.5,0.9
2016-03-16,13267.5,13162.5,13282.5,13132.5,0.68
2016-03-17,13095.0,13205.0,13205.0,13080.0,-1.3
2016-03-18,13117.5,13027.5,13127.5,13002.5,0.17
